no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume
27,중소벤처기업부,,지역특구제도 운영,3335-304,일반회계,,,,한국산업기술진흥원,특구사업자 등,- 계속 ’19~,,2025,2026,2022 2023 2024 2025 2026,"12,385|18,395|18,395|39,680|23,120|4,725|25|12,385",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ▪ 규제자유특구 ( ) 「규제자유특구 및 지역특화발전특구에 관한 규제특례법」 지역특구법 개정안 국회 - ( ) 의결 월 규제자유특구 도입 근거를 마련 (‘18.9 , ) 지역특구법 개정안 공포 - 월 (‘18.10 ) 지역특구법 개정안 및 하위법령 시행 월 - (‘19.4 ) 차 규제자유특구 개 지정 월 - 1 7 (‘19.7 ) 차 규제자유특구 개 지정 월 - 2 7 (‘19.11 ) 차 규제자유특구 개 지정 월 - 3 9 (‘20.7 ) 차 규제자유특구 개 지정 월 - 4 4 (‘20.11 ) 차 규제자유특구 개 지정 월 - 5 4 (‘21.7 ) 차 규제자유특구 개 지정 월 - 6 1 (‘21.11 ) 차 규제자유특구 개 지정 월 - 7 3 (‘22.8 ) 차 규제자유특구 개 지정 월 - 8 4 (‘23.5 ) ｢규제자유특구 및 지역특화발전특구에 관한 규제특례법 시행령」제 조의 우선허용·사후 - 2 2( ",,239,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
28,중소벤처기업부,,대ㆍ중소기업 동반성장 생태계 구축,4231-301,일반회계,,,,"상생협력정책과 불공정거래개선과 ,",중소기업․소상공인 등,년 계속 ‘04 ~,,17844,20115,"15,969 16,406 14,670 17,844 20,115","14,658|17,844|17,844|24,698|20,115|2,271|12|14,670",,전국,,"-대·중소기업협력재단 설립 및 출범 ('04.12.27) - ｢상생협력법｣을 제정하여 사업에 대한 법적근거 마련 (’06.3) - ‘대·중소기업 동반성장 추진대책 발표 국민경제대책회의 ’ (’10.9, ) - ‘중소·중견기업 생산성 혁신전략을 통해 대·중소기업 생산성혁신 파트너십 사업 추진 보고 ’ (’10.10) - ｢판로지원법｣ 개정하여 소모성자재납품 중소기업에 대한 지원근거 마련 (’11.7) - 중소소모성자재납품업 종합지원센터 설치 및 운영 (’12.1) - 공정거래법 등 개 법률 의무고발요청제도 시행 5 (’14.1) - ｢상생협력법｣개정에 따른 대·중소기업·농어업협력재단으로 기관명칭 변경 (’17.1) - ｢상생협력법｣ 내 상생협력기금 근거 마련 및 동법 시행령 개정 (’17.11) (‘18.5) - ｢생계형적합업종법｣ 제정 및 시행 (‘18.6) (’18.12) - ｢상생협력법｣ 내 상생결제의 법적근거 마련 및 상생결제 의무화 시행 (’18.3) (’18.9) - ｢상생",,247,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
29,중소벤처기업부,,여성기업육성,4234-302,일반회계,,,,재 여성기업종합지원센터 한국여성경제인협회,여성 예비 창업자 및 여성기업,- 년 계속 1999 ~,,10485,11737,"8,818 10,105 10,485 10,485 11,737","10,485|10,485|10,485|10,437|11,737|1,252|11|10,485",,지역지정,,월 「여성기업지원에 관한 법률」 제정 및 - ’99.2 추경예산 억원 편성을 통해 여성기업 육성사업 추진 (100 ) 월 공공기관의 여성기업제품 우선구매 공공구매 의무화 - ‘14.1 ( ) 월 여성기업의 정의 변경 소유 또는 경영 → 소유하고 경영 - ’16.1 (‘ ’ ‘ ’) 월 홈쇼핑 지원사업 개시 및 일자리 플랫폼 구축·운영 - ’17.1~11 TV 월 경기북부 여성기업종합지원센터 개소 개로 확대 - ’17.12 (17 ) 월 미래여성경제인육성사업 신설 - ‘23.1 월 펨테크산업육성사업 신설 - ‘26.1 - 243 -,,253,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
30,중소벤처기업부,,장애인기업 육성,4234-303,일반회계,,,,재단법인 장애인기업 종합지원센터,장애인 예비창업자 장애인기업,- ∼ 계속 ‘07,,10597,13801,"12,875 10,347 10,517 10,597 13,801","10,517|10,597|10,597|13,601|13,801|3,204|30|10,517",,지역지정,,"-「장애인기업활동촉진법」제정 이후 년부터 지원예산을 확보하여 장애인의 (‘05.7) ‘07 창업과 장애인기업 활동 인프라 구축 -제 차 개년 1 장애인기업활동촉진 기본계획 대전략 개 세부추진과제 5 (2024~2028) (4 , 28 ) 수립을 통해 장애인 창업과 기업의 지속성장 도모 - 252 -",,262,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
31,중소벤처기업부,,원스톱기업애로종합지원,4834-305,일반회계,,,,직접,중소기업 소상공인,중소기업콜센터운영 ～계속 기업애로전문가상담 ～계속,,10997,11066,"9,563 9,798 9,506 10,997 11,066","9,506|10,997|10,997|11,066|11,066|69|0|9,506",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 중소기업 종합상담 콜센터 고객지원센터 개소 - ( ) (‘05.10) 비즈니스지원단이 상담부터 현장클리닉을 지원하는 원스톱지원체계 구축 - (‘09.1) 중소기업청 산하 개 기관 콜센터를 통합하여 중소기업통합콜센터 구축 - 6 1357 (‘15.1)",,270,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
32,중소벤처기업부,,중소기업 혁신바우처 지원사업,4835-301,일반회계,,,,중소벤처기업진흥공단,중소기업,년 계속 ‘99 ~,,61386,65234,5,"55,805|61,386|61,386|69,296|65,234|3,848|6|55,805",,전국,,"- 중소기업의 경영․기술혁신 촉진 및 생산성향상 제고를 위해 경영 기술 등에 대한 , 컨설팅을 지원 년 (’99 ) -중소기업 경쟁력 강화 종합대책 대통령 보고 의 일환으로 쿠폰지원방식 도입 년 (‘04.7, ) e- (’05 ) - 국정과제 선정 년 및 추진 중점 지식기반 서비스산업 육성 (‘08 ) : [ ] 1-4-3( ) * 초기 지식기반 시장창출을 위해 쿠폰제컨설팅 지원사업, 지식서비스 바우처사업 도입 등 공공 부문의 정책사업 발굴‧확대 - 컨설팅 분야 서비스산업 선진화 방안 수립 월 대통령 보고 ‘ ’ (‘09.5 , ) <10개 분야에 대한 서비스산업 선진화 방안(‘09.5, 재정부) : 컨설팅분야 VIP 보고> - 전문 컨설턴트 양성을 위한 ‘컨설팅 대학원’ 설립․운영(4개) - 국내 중소기업의 수요증가 등에 대응하기 위해 중소기업컨설팅 지원 사업을 강화 등 - 쿠폰제 사업에서 창업컨설팅을 분리하여 보육 투자 창업 컨설팅 등 창업지원 기능을 , , 통합･네트워크화 비즈",,276,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
33,중소벤처기업부,,마케팅지원사업,4835-305,일반회계,,,,한국중소벤처기업유통원,｢중소기업기본법｣ 제 조 규정에 의한 중소기업,년 계속,,21827,24944,"26,458 26,248 26,677 21,827 24,944","26,568|21,827|21,827|43,700|24,944|3,117|14|26,677",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 년 중소기업 공동상표 지원 - ‘96 년 중소기업제품 홍보 지원 - ’06 년 중소기업 공동 콜센터 시범 설치․운영 - ‘06 ’ A/S ‘ 년 중소기업 공동 콜센터 본격 시행 - ’07 ‘ A/S ’ 년 공동 콜센터와 공공구매 센터를 통합하여 중소기업 공동 센터 설치 - ‘09 A/S A/S A/S 년 중소기업 공동 센터 확대 - ’13 A/S 년 창조혁신제품 통합유통플랫폼 구축․운영사업 추진 - ‘16 년 중소기업 공동브랜드 브랜드 런칭 - ’19 ‘ K’ 년 년 대한민국 동행축제 舊 대한민국동행세일 추진 - ‘20 ~ ’25 ( ) 년 체험‧문화‧관광‧산업 융합의 복합 공간 뷰티 클러스터 추진 - ’26 K- - 275 -",,284,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
34,중소벤처기업부,,공공구매제도운영,4835-307,일반회계,,,,한국중소벤처기업유통원,국가 및 지방자치단체 공공기관 공공기관에 납품예정인 중소기업자,년 계속,,5703,6545,"7,967 7,728 5,722 5,703 6,545","5,704|5,703|5,703|6,703|6,545|842|14|5,722",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 년 공공구매 활성화를 위한 중소기업자간 경쟁제도 도입 - 2006 년 공공구매종합정보망 운영 - 2006 년 직접생산확인제도 도입 - 2007 년 성능보험제도 확대 및 원가계산비용 지원사업 등 현장대책회의 보고 - 2008 년 조합추천 소액수의계약제도 도입 - 2009 년 중소기업자간 경쟁제품 신규 지정 - 2012 년 중소기업자와의 우선조달계약제도 도입 - 2013 년 입찰절차중지명령제도 시행 - 2014 년 소액 입찰에 대한 최저가 낙찰제 원칙 완화 - 2015 년 기술개발제품 구매율 달성 의무화 - 2016 (10%) 년 기술개발제품 시범구매제도 도입 - 2018 년 국정현안점검회의 상생협력 멘토제도 도입방안 발표 - 2019 , 년 대중소기업 상생협력 촉진에 관한 법률 및 중소기업제품 구매촉진 및 판로 - 2020 지원에 관한 법률 개정 년 공공조달 상생협력지원제도 도입 - 2020 년 기술개발제품 구매",,292,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
35,중소벤처기업부,,중소기업협동조합육성,4837-301,일반회계,,,,중소기업중앙회,중소기업·소상공인 및 중소기업협동조합,- 년 계속 1963 ~,,16957,17508,"17,269 17,031 16,480 16,957 17,508","16,480|16,957|16,957|17,508|17,508|551|3|16,480",,전국,,,,302,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
36,중소벤처기업부,,중소기업 규제영향평가 및 옴부즈만 운영,4838-301,일반회계,,,,중소벤처기업연구원,중소기업 소상공인,계속 ‘09 ~,,4193,3908,"3,942 4,188 3,928 4,193 3,908","3,928|4,193|4,193|4,223|3,908|285|6|3,928",,전국,,"-대한상의 등에서 동 제도 관련 해외사례 소개 및 제도 도입 필요성 제기 (’07) -중소기업 규제개선을 위한 제도 도입방안 보고 대통령 업무보고 (‘08.3, ) -｢행정규제기본법｣에 따른 지침 개정으로 중소기업규제영향평가 근거 마련 및 * ｢중소기업기본법｣ 개정으로 옴부즈만 근거 마련 국가경쟁력 강화위원회 ** (‘08.8, ) * 총리실 규제영향분석 지침 개정(‘08.12) ** 중소기업 옴부즈만 법적근거 반영(‘09.3, 중소기업기본법 개정) - ｢행정규제기본법｣에 따른 중소기업 규제영향평가 제도 시행 및 중소기업 ‘ ’ (‘09.1.1) 연구원 규제영향평가센터 설립 및 영향분석 위탁 ’ ‘ (’09~) - ｢중소기업기본법 개정｣ 옴부즈만 지원 사무기구 설치 근거 마련 업무범위를 (‘13.8) : , 기존규제 정비 및 애로사항 해결까지 확대 - ｢행정규제기본법｣ 개정 으로 소상공인 보호를 위해 규제차등화 의무화 * (’18.4) * 제8조의3(소상공인 등에 대한 규제 형평) ",,313,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
37,중소벤처기업부,,중소기업조사연구평가,4838-471,일반회계,,,,중소벤처기업연구원,중소기업 일반국민,계속 ’00 ~,,14404,15846,"13,671 13,896 14,241 14,404 15,846","14,237|14,404|14,404|15,846|15,846|1,442|10|14,241",,전국,,"- 중소벤처기업연구원 운영 ▪ 중소기업 간담회에서 중소기업연구원 기능강화 건의 CEO (‘04.5) ▪ 중소기업 경쟁력 강화 종합대책에서 연구원 기능강화 위해 매년 기본연구비 보조 (‘04.7) ▪ 중소기업 전문연구평가기관 지정 년마다 재지정 (‘12.2~, 3 ) ▪ 중소기업연구원 기타공공기관 지정 (‘15.1) ▪ 중소벤처기업연구원 설립 법적근거 마련 중소기업기본법 개정 (‘20.12, ) ▪ 중소벤처기업연구원 설립 중소벤처기업연구원 법정기관화 (‘21.6, ) 중소기업실태조사 및 통계기반 구축 - ▪ 년 월 상공부 위촉으로 중소기업은행이 처음 년 기준 중소기업실태조사 1967 8 (1966 ) 실시 년 중소기업실태조사까지 중소기업은행이 조사담당 (1981 ) ▪ 년 중소기업협동조합중앙회로 업무 이관 위탁 제 차 년 기준 실태조사 실시 1982 ( ), 16 (1981 ) ▪ 년 제 차 년 기준 실태조사부터 통계청 지정통계 승인 승인번호 제 호 1999 33 (1998 ) ( 1",,320,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
38,중소벤처기업부,,중소기업통합관리시스템 운영 정보화 ( ),4839-472,일반회계,,,,( ) -,중앙정부․지자체의 중소기업 지원사업 담당자 중소기업‧소상공인 등,- 년 계속 ’15 ~,,4042,4068,- 5,"4,205|4,042|4,042|5,491|4,068|26|0|4,205",,전국,,"-중소기업 정책정보시스템 시스템 서비스 개시 (SPi ) (’06.7.) -중소기업 정책정보시스템 브랜드 → 기업마당 로 개편 SPi Bizinfo( ) (’08.10.) -중소기업 지원사업 통합관리시스템 차 구축 월 1 (’13.9~12 ) -부처․지자체 중소기업 지원사업 및 지원이력 정보 통합 정책분석기능 고도화 등 , 중소기업지원사업 통합관리시스템 차 구축 월 2 (’14.5~12 ) -수요자 맞춤형 정보제공을 위한 중소기업통합관리시스템 과 기업마당 연계 등 “ ” “ ” 통합관리시스템 차 구축 월 3 (‘15.6~12 ) -중소기업통합관리시스템 지원이력 기반의 對기업 맞춤형서비스 제공 (‘16.1~)",,334,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
39,중소벤처기업부,,창업저변확대,5132-301,,,,,창업진흥원,청소년 예비 창업자 등,년 계속,,20318,24830,"42,042 24,059 23,018 20,318 24,830","23,018|20,318|20,318|21,218|24,830|4,512|22|23,018",,,,"년 정부 국정과제 중 세부과제로 초‧중‧고 및 대학에서 기업가정신 교육과 - ‘13 ‘ 창업교육 을 실시․지원 ’ 년부터 시작한 도전 스타트업 은 개별 운영되었던 각 부처 창업 경진대회를 - ‘16 ’ ! K- ‘ 합동 운영하는 협업방식으로 년 개 부처에서 년 개 부처가 협업에 참여 ‘16 4 ’24 10 - 년 창업정보시스템을 창업넷 으로 통합하여 년 경제장관회의를 통해 타 ’13 ‘ ’ , ’15 부처 및 민간 등 창업정보 종합제공을 위하여 으로 개편 ‘K-Startup’ 년 월 민생토론회 이후 스타트업의 신속한 법률·규제애로 해소를 위해 - ‘24 2 , 스타트업 온라인 법률지원시스템 구축 및 서비스 시행 - 334 -",,340,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
40,중소벤처기업부,,창업사업화지원,5132-302,일반회계,,,,창업진흥원,예비창업자 및 창업·벤처기업,년 계속 ‘09 ~,,403567,461838,5,"359,131|403,567|457,567|491,667|461,838|4,271|0|359,131",,,,"- 이명박정부 국정과제 로 아이디어상업화센터 설립 및 창조적 아이디어상업화 (2-5-25) 지원을 통한 창업촉진 추진 (‘09) - 박근혜정부 국정과제로 창업기획사를 통한 유망 창업자 발굴･육성 추진 (’13) - 예비창업자의 인턴십 경험 후 성공적 창업 유도를 위한 사업화지원과 창업실패 자의 재도전을 위한 인프라 구축을 경제 개발 개년 계획에 포함 3 (‘14) - 문재인정부 국정과제로 성장단계별 지원으로 혁신창업을 활성화하여 기술창업자 육성 추진 (’17) - 청년 일자리 대책의 일환으로 기술혁신 기반 예비창업자의 사업화를 지원하는 기술혁신형 창업기업 지원사업 현 예비창업패키지 신설 ‘ ( , )’ (’18) - 창업기업 성장단계별 지원체계 구축을 위하여 예비 초기 도약 단계의 사업화 , , 지원사업을 하나의 세부사업으로 통폐합 (’19~) - 제 벤처붐 확산 전략 등에 따라 차산업혁명 분야 시스템반도체 바이오헬스 미래차 2 4 ( , , ) 및 비대면 분야 등을 중점 육성산업으",,353,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
41,중소벤처기업부,,민관협력창업자육성,5132-304,일반회계,,,,창업진흥원,창업ㆍ벤처기업,년 ∼ 계속 ‘13,,208281,239856,"130,335 186,469 206,506 208,281 239,856","206,506|208,281|208,281|249,381|239,856|31,575|15|206,506",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 체계를 - TIPS → → 로 고도화하고 년까지 Pre-TIPS 개 TIPS Post-TIPS ’22 TIPS 500 , Post-TIPS 개 수준으로 단계적 확대 50 를 지역창업 지원에 특화 제 벤처붐 대책 , Pre-TIPS (‘19.3, 2 ) 대기업 스타트업 상생협력 플랫폼 운영방안 마련 - ‘ - 월 비상경제중앙대책본부 ’ (’20.10 , ) □ 주요내용",,363,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
42,중소벤처기업부,,K- 바이오 랩허브 구축사업 (R&D),5132-314,일반회계,,,,(R&D) 중소기업기술정보진흥원,의약바이오 중소기업,- 년 ‘23 ~ ’31,,1561,6963,"- 1,513 971 1,561 6,963","971|1,561|1,561|9,863|6,963|5,402|346|971",,전국,,"ㅇ 분야 벤처·스타트업 년 중점 추진방안 제 차 혁신성장 빅 (‘21.1) BIG3 회의 ‘21 “ 2 3(BIG3) 분야 벤처·스타트업 중점 추진방안 - (BIG3 산업은 가장 왕성하게 진입 활동하는 ) BIG3 분야 그간 핵심 벤처기업 개 선정 월 및 전용 프로그램 도입 등 중점지원 , 250 (’20.6 ) R&D ㅇ 분야 산업별 중점 추진과제 제 차 혁신성장 (’21.3) BIG3 추진회의 개최 ” 6 BIG3 “ 바이오 랩센트럴 구축 방안 바이오 스타트업·벤처의 성장과 글로벌 진출을 위한 - (K- ) 충분한 연구장비·시설 구축을 중심으로 오픈이노베이션 활성화 등 지원체계 구축 ㅇ 바이오 랩허브 구축 을 위한 최적의 후보지 및 구축·운용 계획을 제안한 (’21.7.9) ’K- ‘ 최적의 부지 인천 송도 선정 확정 추진일정 사업공고 → 유치의향서 접수 → 사업설명회 → 사업 - ( ) (5.12) (5.25) (5.27) 계획서 접수 → 서류·현장평가 → 발표평가 및 선정결과",,372,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
43,중소벤처기업부,,중소기업 재기지원,5133-301,일반회계,,,,창업진흥원,예비 재창업기업,- ’15~,,16629,14966,"16,838 16,846 16,629 16,629 14,966","16,629|16,629|16,629|14,966|14,966|1,663|10|16,629",,,,"벤처창업 및 성장촉진대책 을 통해 재도전 프로그램 운영계획 대통령 보고 비상 - ‘ ’ ( 경제대책회의 , ‘09.11.26) 청년기술․지식창업촉진 대책 을 통해 재도전 벤처기업 자금지원 프로그램 운영 - ‘ ’ 계획 등 보고 국가고용전략회의 ( , ‘10.8.19) 벤처․창업 자금생태계 선순환 방안 대책을 통해 재도전 환경 개선 발표 경제 - ‘ ’ ( 관계장관회의 , ‘13.5.15) 선순환 기업생태계 조성을 위한 중소기업 재도전종합대책 발표 경제관계장관회의 - ‘ ’ ( , ‘13.10.30) - 371 - - ( 예비 재창업자의 재창업 교육부터 사업화까지 체계적으로 지원·육성하는 ｢재도전 ) 성공패키지｣ 신설 (‘15) - 창의·혁신·기술형 기업의 재기를 지원하기 위한 재기지원 활성화 방안 발표 경 ‘ ’ ( 제관계장관회의 , ‘15.10.14) - 재창업자 특성에 따라 교육전문기관 운영 보육공간 마련 등 재도전성공 , (Rcamp) 패키지 프로그램 강화 (‘16.3) - 재",,382,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
44,중소벤처기업부,,창업생태계활성화지원,5134-301,일반회계,,,,) 창업진흥원,전 국민,년 계속 ‘14 ~,,87238,69290,"129,493","77,424|87,238|87,238|91,338|69,290|17,948|20|77,424",,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 인 창조기업 활성화 전략 수립 및 인 창조기업 지원센터 설치 개 - '09. 3. ‘1 ’ 1 (21 ) 시니어 창업·재취업 촉진대책 마련 고용및사회안전망대책 제 차 회의 - '10.6. ( TF 49 ) 「 인 창조기업 육성에 관한 법률」제정 - '11. 10. 1 시니어 기술창업센터 로 사업명 변경 및 창업진흥원으로 이관 - '14.1. ‘ ’ 판교 창조경제밸리 조성 개발계획 발표 경제정책방향 - '14. 7. ‘ ’ ( ) 관계부처 합동 판교 창조경제밸리 조성 마스터플랜 발표 - '15. 6. ‘ ’ 「메이커운동 활성화 방안」 - ’15. 7. 제 차 민관협의회 안건 (‘15.7.3., 4 ) - 379 - 개 혁신센터 출범 완료 - ’15. 7. 17 「메이커운동 활성화 추진 계획」 - ‘16. 9. 국무회의 안건 (’16. 9. 5, ) 대선공약 메이커 스페이스로 인 제조기업 시대 조성 - ’17. 4",,388,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
45,중소벤처기업부,,글로벌창업생태계촉진,5134-311,일반회계,,,,창업진흥원,예비창업자 및 창업ž벤처기업,계속 2011 ~,,50410,23325,"15,905 15,915 20,025 50,410 23,325","20,025|50,410|50,410|25,825|23,325|27,085|53|20,025",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ㅇ 『창업성과 점검 및 글로벌 창업 촉진대책』 후속조치의 일환으로 실리콘 ’11.8 ‘ 밸리 진출 지원 프로그램을 시범 운영 ’ ㅇ 년부터 창업 시부터 세계시장을 겨냥하는 본 글로벌 ’12 위해 현지 (Born Global) , 액셀러레이터와 투자유치 네트워킹 등 추진 , ㅇ 년에는 외국인 창업프로그램 년에는 ‘14 등 유망 창업기업의 해외진출을 , ’16 TIPS 위한 프로그램 신규 도입 ㅇ 년에는 미래부 유사 사업과 중기부 글로벌 액셀러레이팅 사업과 통폐합 글로벌 ’18 ( 진출 지원 창업진흥원 외국인 기술창업 ( ), (NIPA)) ㅇ 년 글로벌 피칭경진대회 지원사업 및 ’19 국가간 교류·협력프로그램을 K-Ground 신규 운영 ㅇ 년 해외 투자유치를 지원하기 위한 투자 액셀러레이팅 을 시범 운영하고 ’20 ‘ ’ 개사 지원 개사가 건의 투자유치 20 , 4체결 성과 창출 7 MOU ㅇ 글로벌 창업대국으",,399,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
46,중소벤처기업부,,그린창업생태계기반구축,5134-600,일반회계,,,,창업진흥원,전 국민,년 2020 ~,,13505,22500,5,"17,404|13,505|13,505|22,500|22,500|8,995|66|13,505",,전국,,월 한국판 뉴딜 종합계획의 일환으로 그린스타트업타운 조성 추진 - ‘20. 7 국정과제 - ( 중소기업 정책을 민간주도 혁신성장 관점에서 재설계 지역 중소 31-6) ( 기업 미래 먹거리 발굴 및 혁신성장 생태계 조성 ) * 그린창업생태계기반구축 사업이 지역 중소기업 미래 먹거리 발굴 및 혁신성장 생태계 조성(주관 부처 중소벤처기업부) 과제에 포함 - 395 -,,405,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
47,중소벤처기업부,,벤처기업경쟁력강화,5231-301,일반회계,,,,사 벤처기업협회,예비벤처창업자 중소·벤처기업 소셜벤처기업,년 계속 2009 ~,,6282,6202,"7,122 6,796 6,179 6,282 6,202","6,179|6,282|6,282|7,132|6,202|80|1|6,179",,,,"년 벤처기업 건전화 방안의 일환으로 벤처기업협회 중심의 자율규제 및 사후 - (’02 ) 관리방안이 수립되어 민간기능 활성화 추진 년 벤처기업경쟁력강화사업 이 신기술창업 인프라구축사업 의 세부사업으로 도입 - (’04 ) ‘ ’ ‘ ’ 년 벤처기업법의 유효기간이 연장 년 되면서 시장개척을 위한 마케팅 지원 - (’07 ) (10 ) , 조달시장 진출지원 벤처기업 글로벌화 지원 지방벤처기업 및 여성벤처기업 , , 활성화 중심 추진 월 벤처창업 및 성장촉진 대책 수립 비상경제대책회의 보고 - (’09.11 ) ( , BH ) 월 벤처기업법 유효기간을 년 연장 - (’16.12 ) 까지 효력 10 (‘27.12.31. ) 월 민간중심의 벤처생태계 혁신대책 발표 - (‘18.1 ) “ ” · 민간주도 벤처기업확인제도 개편 입법예고 → 국회의결 : (‘18.5) (‘20.1) → 공포 (’20.2.11) → 벤처확인기관 지정 및 시범운영 → 시행 (’20.6~‘21.1) (‘21.2.12) ",,412,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
48,중소벤처기업부,,벤처캐피탈선진화,5231-302,일반회계,,,,한국벤처캐피탈협회,벤처기업 창업기업 엔젤투자자 벤처투자회사 및 창업기획자,- 년 계속 ‘04 ~,,3533,4956,"2,533 2,955 2,786 3,533 4,956","2,786|3,533|3,533|11,106|4,956|1,423|40|2,786",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 벤처투자활성화 - ‧ 년 중소벤처기업에 벤처캐피탈 자금 유입을 촉진하기 위한 중소기업 투자유치 (‘04 ) 지원사업 실시 ‧ 년 벤처활성화 보완대책 경제정책조정회의 에서 산·학·연·해외 와의 (‘05 ) (‘05.6) VC 네트워크 구축 등을 통해 투자유치기반 강화 추진 ‧ 년 제 차 국민경제대책회의 창업성과점검 및 글로벌창업 촉진대책 대통령 (‘11 ) 85 “ ” 보고로 추진 ‧ 년 월 창업초기기업에 대한 엔젤투자자의 자금 유입 촉진을 위한 엔젤투자 (‘11 ) 5 유치지원 사업 계획 수립 ‧ 년 일반엔젤을 리딩하여 엔젤투자를 활성화할 전문엔젤투자자제도 도입 (‘14 ) (’14.7) 벤처투자정보센터 펀드운용사 평가‧검사 - , ‧ 년 벤처기업 활성화 대책 경제장관간담회 (‘04 ) 시 창투사 평가로 퇴출요건을 (‘04.12) , 강화하여 건전한 벤처캐피탈시장 마련 강조 ‧ 년 창업투자회사 공시시스템 구축‧",,421,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
49,중소벤처기업부,,벤처투자종합정보시스템 구축 정보화 ( ),5231-307,일반회계,,,,한국벤처캐피탈협회,국민 창업‧벤처기업 창업투자회사 및 창업기획자 전문개인투자자,년 계속,,881,881,"3,816 1,300 881 881 881","48,107|52,347|52,347|62,042|52,876|529|1|48,185",,전국,,"- 422 - ‧ 년 중소기업 창업투자회사 인력‧재무상태 등 정보 공시시스템 (‘05 ) 구축 (DIVA) ‧ 년 엔젤투자 활성화를 위한 엔젤투자지원센터 (‘12 ) 구축 ’ (KBAN)‘ ‧ 년 벤처투자자 등록‧신청 및 보고 통계관리를 위한 벤처투자정보시스템 (‘16 ) , ‘ ’(VICS) 및 개인소득공제시스템 구축 ‘ ’ ‧ 년 창업기획자 인력‧재무상태 등 정보 공시시스템 (‘17 ) 구축 (DIAA) ‧ 년 「벤처투자촉진법」에 정부의 벤처투자종합관리시스템 구축‧운영 근거 마련 (‘20 ) (’20.8) ‧ 년 ｢기술기반 벤처‧스타트업 복합금융 지원방안 (‘21 ) 제 차 비경중대본 ｣ (‘21.1.13, 26 ) 추진과제에 벤처투자종합포털 등 구축 반영 ‧ 년 벤처투자종합관리시스템 구축을 위한 정보화전략계획 수립 (‘21 ) (ISP) (’21.5)",,433,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),예산
